External Shade Option,Glass Option,Internal Shade Option,Pane Option,Direction,10,15,20,25,30,35
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,E/W,41,43,45,47,49,51
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,SE/SW,37,39,41,43,45,47
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,S,26,28,30,32,34,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,N,17,18,19,20,21,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,NE/NW,29,30,31,32,33,34
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,E/W,37,38,39,40,41,42
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,SE/SW,33,34,35,36,37,38
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,S,23,24,25,26,27,28
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Single Pane,N,14,18,22,26,30,34
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Single Pane,NE/NW,23,27,31,35,39,43
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Single Pane,E/W,29,33,37,41,45,49
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Single Pane,SE/SW,26,30,34,38,42,46
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Single Pane,S,19,23,27,31,35,39
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,N,12,14,16,18,20,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,NE/NW,20,22,24,26,28,30
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,E/W,26,28,30,32,34,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,SE/SW,23,25,27,29,31,33
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,S,16,18,20,22,24,26
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,N,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,NE/NW,17,18,19,20,21,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,E/W,22,23,24,25,26,27
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,SE/SW,20,21,22,23,24,25
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,S,14,15,16,17,18,19
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Single Pane,N,17,17,17,17,17,17
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Single Pane,NE/NW,28,32,36,40,44,48
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Single Pane,E/W,36,40,44,48,52,56
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Single Pane,SE/SW,33,37,41,45,49,53
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Single Pane,S,23,27,31,35,39,43
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,N,16,18,20,22,24,26
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,NE/NW,26,28,30,32,34,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,E/W,34,36,38,40,42,44
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,SE/SW,30,32,34,36,38,40
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,S,21,23,25,27,29,31
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,N,14,15,16,17,18,19
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,NE/NW,23,24,25,26,27,28
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,E/W,30,31,32,33,34,35
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,SE/SW,27,28,29,30,31,32
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Clear Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,S,19,20,21,22,23,24
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Single Pane,N,16,20,24,28,32,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Single Pane,NE/NW,26,30,34,38,42,46
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Single Pane,E/W,34,38,42,46,50,54
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Single Pane,SE/SW,31,35,39,43,47,51
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Single Pane,S,21,25,29,33,37,41
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,N,12,14,16,18,20,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,NE/NW,20,22,24,26,28,30
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,E/W,26,28,30,32,34,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,SE/SW,23,35,27,29,31,33
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,S,16,18,20,22,24,26
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,N,9,10,11,12,13,14
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,NE/NW,15,16,17,18,19,20
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,E/W,19,20,21,22,23,24
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,SE/SW,18,19,20,21,22,23
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,S,12,13,14,15,16,17
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Single Pane,N,12,16,20,24,28,32
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Single Pane,NE/NW,20,24,28,32,36,40
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Single Pane,E/W,26,30,34,38,42,46
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Single Pane,SE/SW,23,27,31,35,39,43
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Single Pane,S,16,20,24,28,32,36
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,N,9,11,13,15,17,19
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,NE/NW,15,17,19,21,23,25
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,E/W,19,21,23,25,27,29
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,SE/SW,17,19,21,23,25,27
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,S,12,14,16,18,20,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,N,6,7,8,9,10,11
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,NE/NW,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,E/W,13,14,15,16,17,18
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,SE/SW,11,12,13,14,15,16
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,S,8,9,10,11,12,13
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Single Pane,N,14,18,22,26,30,34
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Single Pane,NE/NW,23,27,31,35,39,43
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Single Pane,E/W,30,34,38,42,46,50
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Single Pane,SE/SW,27,31,35,39,43,47
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Single Pane,S,19,23,27,31,35,39
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,N,10,12,14,6,18,20
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,NE/NW,17,19,21,23,25,27
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,E/W,22,24,26,28,30,32
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,SE/SW,19,21,23,25,27,29
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,S,14,16,18,20,22,24
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,N,7,8,9,10,11,12
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,NE/NW,12,13,14,15,16,17
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,E/W,16,17,18,19,20,21
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,SE/SW,14,15,16,17,18,19
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Tinted (Heat Absorbing) Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,S,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Single Pane,N,14,18,22,26,30,34
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Single Pane,NE/NW,23,27,31,35,39,43
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Single Pane,E/W,30,34,38,42,46,50
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Single Pane,SE/SW,27,31,35,39,43,47
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Single Pane,S,19,23,27,31,35,39
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,N,10,12,14,16,18,20
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,NE/NW,16,18,20,22,24,26
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,E/W,21,23,25,27,29,31
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,SE/SW,19,21,23,25,27,29
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Double Pane OR Single Pane & Low e Coating,S,13,15,17,19,21,23
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,N,6,7,8,9,10,11
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,NE/NW,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,E/W,13,14,15,16,17,18
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,SE/SW,11,12,13,14,15,16
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,No Internal Shading,Triple Pane OR Double Pane & Low e Coating,S,8,9,10,11,12,13
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Single Pane,N,11,15,19,23,27,31
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Single Pane,NE/NW,19,23,27,31,35,39
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Single Pane,E/W,24,28,32,36,40,44
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Single Pane,SE/SW,22,26,30,34,38,42
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Single Pane,S,15,19,23,27,31,35
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,N,8,10,12,14,16,18
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,NE/NW,13,15,17,19,21,23
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,E/W,18,20,22,24,26,28
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,SE/SW,16,18,20,22,24,26
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Double Pane OR Single Pane & Low e Coating,S,11,13,15,17,19,21
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,N,5,6,7,8,9,10
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,NE/NW,8,9,10,11,12,13
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,E/W,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,SE/SW,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Draperies OR Venetian Blinds,Triple Pane OR Double Pane & Low e Coating,S,7,8,9,10,11,12
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Single Pane,N,12,16,20,24,28,32
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Single Pane,NE/NW,20,24,28,32,36,40
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Single Pane,E/W,26,30,34,38,42,46
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Single Pane,SE/SW,24,28,32,36,40,44
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Single Pane,S,17,21,25,29,33,37
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,N,9,11,13,15,17,19
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,NE/NW,14,16,18,20,22,24
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,E/W,19,21,23,25,27,29
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,SE/SW,17,19,21,23,25,27
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Double Pane OR Single Pane & Low e Coating,S,12,14,16,18,20,22
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,N,5,6,7,8,9,10
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,NE/NW,9,10,11,12,13,14
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,E/W,11,12,13,14,15,16
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,SE/SW,10,11,12,13,14,15
"External Shade Screen, Shading Coefficient 0.45 OR Adjustable Blinds Between Glazing, (Double Pane Only",Reflective Coated Glass,Roller Shades Half Drawn,Triple Pane OR Double Pane & Low e Coating,S,7,8,9,10,11,12
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Single Pane,N,100,105,111,116,122,127
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Single Pane,NE/NW,128,134,139,145,150,156
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Single Pane,E/W,150,156,161,167,172,177
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Single Pane,SE/SW,141,146,152,157,162,168
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Single Pane,S,115,120,126,131,136,142
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Double Pane,N,86,89,91,94,97,100
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Double Pane,NE/NW,110,113,116,118,121,124
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Double Pane,E/W,128,131,134,137,139,142
